Adresse;Bezeichnung;Größe
3985720;/ positive Rampensteigung;1x1
3985724;/ negative Rampensteigung;1x1
3987256;Rampensteigungsparameter des kraftstofftemperaturabhängigen Begrenzungsmoments / positive Rampensteigung;1x1
3987260;Rampensteigungsparameter des kraftstofftemperaturabhängigen Begrenzungsmoments / negative Rampensteigung;1x1
3974304;Volumenstromabweichung für die Umschaltung aus dem Zustand Rail_stCPC == CPC_MEUN_CLOSE;1x1
3987530;Korrektur des Kraftstoffdurchsatzes;2x1
3982294;Leckage-Kennfeld für Druckregelung über Zumesseinheit;2x7
3974342;Regelabweichung zum Schließen der Zumesseinheit;8x8
3974476;Kennlinie zur Initialisierung des I-Anteils als Funktion der Systemtemperatur;2x1
3978596;untere Stellwertbegrenzung;1x1
3979978;Kennlinie zur Schuberkennung zum schnellen Umschalten im CPC-Betrieb;2x1
3978598;Obere Stellwertbegrenzung im Fehlerfall;1x1
3978620;Obere Stellwertbegrenzung;9x1
3981670;Maximal zulässiger Stellwert der Zumesseinheit für Raildrucküberwachung als Funktion des Stellwertes der Zumesseinheit;2x1
3974532;Regelabweichung zum Öffnen der Zumesseinheit;8x8
3974660;MeUn Stellwert für Nullförderung;1x1
3974662;MeUn Stellwert beim Abstellen;1x1
3974664;Volumenstrom beim Abstellen des Systems (Nullförderung);1x1
3974704;Regelabweichung zum Schließen des Druckregelventils;8x9
3974874;Offset des Volumenstromsollwerts der Druckregelung;2x1
3974956;Regelabweichung zum Öffnen des Druckregelventils;8x9
3982412;Basisvorsteuerkennfeld für Druckregelung über Zumesseinheit;9x13
3982774;Offset Kennlinie des Vorsteuerwerts (Regelung über Zumesseinheit);2x5
3982848;Vorsteuerkennfeld abhängig von der Nacheinspritzmenge 1 für die Druckregelung über Zumesseinheit;4x4
3982900;Vorsteuerkennfeld abhängig von der Nacheinspritzmenge 2 für die Druckregelung über Zumesseinheit;4x4
3982944;Vorsteuerkennfeld abhängig von der Nacheinspritzmenge 3 für die Druckregelung über Zumesseinheit;2x2
3982984;Fernsteuerwert für Vorsteuerwert für die Druckregelung über Zumesseinheit;1x1
3983000;Obere Volumenstrom-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3983002;Untere Volumenstrom-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3975164;Volumenstrom während der Startphase (1-Stellerkonzept);10x10
3975364;Initialer CPC-Regelfaktor, um ein Versulzen des Kraftstoffs während des Kaltstarts zu verhindern;1x1
3975366;Maximaler CPC-Regelfaktor, um ein Versulzen des Kraftstoffs während des Kaltstarts zu verhindern;1x1
3975368;Minimaler CPC-Regelfaktor, um ein Versulzen des Kraftstoffs während des Kaltstarts zu verhindern;1x1
3987590;Steigung des Integrators;1x1
3982986;Faktor zur Bestimmung des maximal möglichen Volumenstroms bei einem gealterten System;1x1
3978684;Korrekturfaktor für d-Verstärkung;4x1
3978702;Korrekturfaktor für i-Verstaerkung;4x1
3978720;Korrekturfaktor für p-Verstärkung;4x1
3975376;Gewichtungsfaktor für die Regelabweichung der ZME;2x1
3975436;Rail_facMeUnSetPointColdMax_MAP;3x3
3976038;Kennfeld für den Faktor für die Mindestfördermenge der Hochdruckpumpe bei Kaltstart;8x9
3976614;Kennfeld für den Wichtungsfaktor für die Umschaltung der Mindestfördermenge der Hochdruckpumpe von Kaltstart nach Normalbetrieb;7x8
3977198;Faktor für die Mindestfördermenge der Hochdruckpumpe;8x9
3978728;Multiplikativer Faktor zur Erhöhung der I-Verstärkung für negative Großsignale bei Überdruck (Druckregelung über MeUn);1x1
3979428;Multiplikativer Faktor zur Erhöhung der I-Verstärkung für negative Großsignale bei Überdruck (Druckregelung über PCV);1x1
3977368;Gewichtungsfaktor für die Regelabweichung des DRV;2x1
3977412;Faktor zum Beschleunigen des Stellverhaltens des DRV über die Regelabweichung;1x1
3475096;Rail_facSetPointAPSCor0Strt_CUR;8x1
3983620;Rail_facSetPointAPSCor0_CUR;9x1
3983644;Rail_facSetPointAPSCor10_CUR;2x1
3983668;Rail_facSetPointAPSCor11_CUR;9x1
3475130;Rail_facSetPointAPSCor1Strt_CUR;8x1
3983698;Rail_facSetPointAPSCor1_CUR;5x1
3475164;Rail_facSetPointAPSCor2Strt_CUR;8x1
3983736;Rail_facSetPointAPSCor2_CUR;5x1
3475198;Rail_facSetPointAPSCor3Strt_CUR;8x1
3983774;Rail_facSetPointAPSCor3_CUR;5x1
3983812;Rail_facSetPointAPSCor4_CUR;5x1
3983850;Rail_facSetPointAPSCor5_CUR;5x1
3983882;Rail_facSetPointAPSCor6_CUR;2x1
3983892;Rail_facSetPointAPSCor7_CUR;2x1
3983902;Rail_facSetPointAPSCor8_CUR;2x1
3983912;Rail_facSetPointAPSCor9_CUR;2x1
3983936;Rail_facSetPointATSCor0_CUR;9x1
3983960;Rail_facSetPointATSCor10_CUR;2x1
3983984;Rail_facSetPointATSCor11_CUR;9x1
3984008;Rail_facSetPointATSCor1_CUR;2x1
3984046;Rail_facSetPointATSCor2_CUR;2x1
3984084;Rail_facSetPointATSCor3_CUR;2x1
3984122;Rail_facSetPointATSCor4_CUR;2x1
3984160;Rail_facSetPointATSCor5_CUR;2x1
3984198;Rail_facSetPointATSCor6_CUR;2x1
3984208;Rail_facSetPointATSCor7_CUR;2x1
3984218;Rail_facSetPointATSCor8_CUR;2x1
3984228;Rail_facSetPointATSCor9_CUR;2x1
3984252;Rail_facSetPointETSCor0_CUR;9x1
3475234;Rail_facSetPointETSCor10_CUR;9x1
3475264;Rail_facSetPointETSCor11_CUR;5x1
3984282;Gewichtungsfaktor für die Raildrucksollwertkorrektur in Abhängigkeit von der Motortemperatur;5x1
3984320;Rail_facSetPointETSCor2_CUR;5x1
3984358;Rail_facSetPointETSCor3_CUR;5x1
3984396;Rail_facSetPointETSCor4_CUR;5x1
3984434;Rail_facSetPointETSCor5_CUR;5x1
3475302;Rail_facSetPointETSCor6_CUR;5x1
3475340;Rail_facSetPointETSCor7_CUR;5x1
3475378;Rail_facSetPointETSCor8_CUR;5x1
3475424;Rail_facSetPointETSCor9_CUR;9x1
3475456;Rail_facSetPointFTSCor0_CUR;6x1
3475482;Rail_facSetPointFTSCor10_CUR;6x1
3475508;Rail_facSetPointFTSCor11_CUR;6x1
3475530;Rail_facSetPointFTSCor1_CUR;4x1
3475556;Rail_facSetPointFTSCor2_CUR;4x1
3475582;Rail_facSetPointFTSCor3_CUR;4x1
3475608;Rail_facSetPointFTSCor4_CUR;4x1
3475634;Rail_facSetPointFTSCor5_CUR;4x1
3475660;Rail_facSetPointFTSCor6_CUR;4x1
3475686;Rail_facSetPointFTSCor7_CUR;4x1
3475712;Rail_facSetPointFTSCor8_CUR;4x1
3475742;Rail_facSetPointFTSCor9_CUR;6x1
3585856;Rampenkennlinie für die Raildruck-Sollwerte Parameter;2x1
3585906;Rampenkennlinie für die Raildruck-Sollwerte Parameter;2x1
3981492;Datensatzwert zur Stromvorgabe zum Schliessen der Zumesseinheit während des HpTst;1x1
3985728;Kilometerschwelle für Aktivierung vom erhöhtem Raildruck nach langem Leerlauf;1x1
3978758;D-Verstärkung der Druckregelung über Zumesseinheit;13x1
3978830;I-Verstärkung für Druckregelung mit Zumesseinheit während HpTst;16x1
3978888;I-Verstärkung für negative Großsignale für die Druckregelung über Zumesseinheit;12x1
3978954;I-Verstärkung für positive Großsignale für die Druckregelung über Zumesseinheit;12x1
3979020;I-Verstärkung für Kleinsignale für die Druckregelung über Zumesseinheit;12x1
3979094;P-Verstärkung für Druckregelung über Zumesseinheit während HpTst;16x1
3979154;P-Verstärkung für negative Großsignale für die Druckregelung über Zumesseinheit;13x1
3979218;P-Verstärkung für positive Großsignale für die Druckregelung über Zumesseinheit;12x1
3979284;P-Verstärkung für Kleinsignale für die Druckregelung über Zumesseinheit;12x1
3981730;Klasse für Schwellwerte der Überwachung PCV / minimal zulässiger Volumenstrom durch Zumesseinheit für Raildrucküberwachung;1x1
3981732;Klasse für Schwellwerte der Überwachung PCV / Maximal zulässiger Raildruck;1x1
3981734;Klasse für Schwellwerte der Überwachung PCV / maximum admissbile rail pressu für die 2. Überwachubngsstufe;1x1
3981736;Klasse für Schwellwerte der Überwachung PCV / Maximal zulässige Regelabweichung für Raildrucküberwachung;1x1
3981738;Klasse für Schwellwerte der Überwachung PCV / Mengenschwelle zur Erkennung der Schubbedingung bei der Raildrucküberwachung;1x1
3981740;Klasse für Schwellwerte der Überwachung PCV / Systemtemperaturschwelle für die Raildrucküberwachung;1x1
3981742;Klasse für Schwellwerte der Überwachung PCV / Generelle Freigabemaske für Überwachungen der Druckregelung über Zumesseinheit;1x1
3977414;Drehzahlschwelle für Wechsel zwischen gesteuertem und geregeltem Betrieb;1x1
3981576;Drehzahlschwelle für Raildrucküberwachung im CPC-Betrieb;1x1
3981494;Maximale Drehzahlabweichung während HpTst;1x1
3985730;Drehzahlschwelle für die Deaktivierung der Raildruckerhöhung im Leerlauf;1x1
3985732;Drehzahlschwelle für die Aktivierung der Raildruckerhöhung im Leerlauf;1x1
3987222;Maximale Motordrehzahl für Raildruckersatz;1x1
3981496;Datensatzwerte für Array von Drehzahlstufen für HpTst;4x1
3977416;Drehzahlschwelle zum Einfrieren des I-Anteils für den Druckregler über Zumesseinheit;1x1
3983004;Obere Drehzahl-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3983006;Untere Drehzahl-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3977418;Drehzahlschwelle zum Verlassen des Startzustandes bei niedrigem Druck;1x1
3977420;Drehzahlschwelle zum Verlassen des Startzustandes der Zustandssteuerung;1x1
3977422;Applikation der maximalen Anzahl der Schwellenverletzungen bei Raildruckinstabilitt zur Aktivierung der PCV-Durchflussreduzierung;1x1
3977424;Applikation der minimalen Anzahl der Schwellenverletzungen bei Raildruckinstabilitt zum Einfrieren des Regelfaktors;1x1
3984460;Zur Auswahl der Motortemperatur aus EngDa_tFld;1x1
3984460;Zur Auswahl der Motortemperatur aus EngDa_tFld;1x1
3977426;Anzahl von Motorumdrehungen um von Steuern auf Regeln umzuschalten;1x1
3977428;Anzahl der Nockenwellenumdrehungen um von Vorregelung auf Regelung umzuschalten.;1x1
3985734;Array zur Auswahl des kundenspezifischen Korrekturkennfeldes für den Raildrucksollwert;8x1
3986712;Parameter zur Auswahl der atmosphärendruckabhängigen Sollwertkorrektur des Raildrucks in Abhängigkeit der Einspritzcharakteristik;20x7
3986881;Parameter zur Auswahl der ansauglufttemperaturabhängigen Sollwertkorrektur des Raildrucks in Abhängigkeit der Einspritzcharakteristik;20x7
3984461;meter zur Auswahl des ersten Basiskennfeldes für den Raildruck-Sollwert in Abhängigkeit der Einspritzcharakteristik;20x7
3984630;Parameter zur Auswahl des zweiten Basiskennfeldes für den Raildruck-Sollwert in Abhängigkeit der Einspritzcharakteristik;20x7
3987050;Parameter zur Auswahl der motortemperaturabhängigen Sollwertkorrektur des Raildrucks in Abhängigkeit der Einspritzcharakteristik;20x7
3985742;Parameter zur Auswahl des kraftstofftemperaturabhängigen Korrekturwertes für den Raildruck-Sollwert in Abhängigkeit der Einspritzcharakteristik;20x7
3985911;Array zur Auswahl des Kennfeldes für den Raildrucksollwert bei Motorstart nach Start-Stopp-Anforderung in Abhängigkeit der Einspritzcharakteristik;8x1
3985919;Array zur Auswahl des Kennfeldes für den Raildrucksollwert bei klassischem Motorstart in Abhängigkeit der EinspritzcharakteristikArray zur Auswahl des Kennfeldes für den Raildrucksollwert bei klassischem Motorstart in Abhängigkeit der Einspritzcharakteris;8x1
3985928;Eingangsparameter für Temperaturkennfeld EngDa_tFld;1x1
3985930;Zur Auswahl der Motortemperatur aus EngDa_tFld;1x1
3985931;Zur Auswahl der Motortemperatur aus EngDa_tFld;1x1
3977430;Einschaltschwelle HD-Regler im StartStop Druckhaltemodus;1x1
3977432;Absolutdruckschwelle zum Umschaltung in den Regelbetrieb;1x1
3977432;Absolutdruckschwelle zum Umschaltung in den Regelbetrieb;1x1
3981578;Maximal zulässiger Raildruck für CPC-Überwachung;1x1
3981586;Minimal zulässiger Raildruck als Funktion der Motordrehzahl während CPC-Regelung im Eingriff ist;2x1
3981656;PCV-Sollwertschwelle für die Raildrucküberwachung im CPC-Betrieb;4x1
3977446;Rail_pCPCWaxOscThres_MAP;2x2
3979460;D-Verstärkung der Druckregelung über Druckregelventil;14x1
3979526;I-Verstärkung für negative Großsignale für die Druckregelung über Druckregelventil;14x1
3979592;I-Verstärkung für positive Großsignale für die Druckregelung über Druckregelventil;14x1
3979658;I-Verstärkung für Kleinsignale für die Druckregelung über Druckregelventil;14x1
3979724;P-Verstärkung für negative Großsignale für die Druckregelung über Druckregelventil;14x1
3979790;P-Verstärkung für positive Großsignale für die Druckregelung über Druckregelventil;14x1
3979854;P-Verstärkung für Kleinsignale für die Druckregelung über Druckregelventil;13x1
3982074;Klasse für Schwellwerte der Überwachung PCV / Maximal zulässige Regelabweichung für Raildrucküberwachung;1x1
3982076;Klasse für Schwellwerte der Überwachung PCV / maximale negative Soll/Ist Druckdifferenz;1x1
3982078;Klasse für Schwellwerte der Überwachung PCV / maximale negative Soll/Ist Druckdifferenz für die 2. Überwachungsstufe;1x1
3982080;Klasse für Schwellwerte der Überwachung PCV / Minimal zulässiger Solldruck für Raildrucküberwachung;1x1
3982082;Klasse für Schwellwerte der Überwachung PCV / Maximal zulässiger Raildruck;1x1
3982084;Klasse für Schwellwerte der Überwachung PCV / Maximal zulässiger Raildruck für die 2. Überwachungsstufe;1x1
3982086;Klasse für Schwellwerte der Überwachung PCV / Generelle Freigabemaske für Überwachungen der Druckregelung über Druckregelventil;1x1
3978014;Differenzdruckschwelle zum Umschalten in den Regelbetrieb;1x1
3981504;Maximale Raildruckabweichung während HpTst;1x1
3985938;Raildruckkorrekturkurve für Raildruckanhebung bei langen Leerlaufzeiten in Abhängigkeit vom Kilometerstand;2x1
3981506;Druckintervall zur Berechnung zusätzlicher Messpunke während der Druckabfallphase des Hochdrucktests;1x1
3981508;Delta-Druckwert während der Druckaufbauphase des Hochdrucktests;1x1
3981510;Datensatzwert für Raildruckschwelle für Messung der Druckaufbauzeit;1x1
3978016;Minimale absolute Regelabweichung als Eingangssignal des DT1-Gliedes;1x1
3983008;Obere Regelabweichungs-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3983010;Untere Regelabweichungs-Hystereseschwelle für Raildruck-Offset-Reduzierung;1x1
3988084;Minimaler Raildruck für die Überwachung bei aktiver ZFC;1x1
3984800;Maximale Druckdifferenz vor Sollwertbegrenzung;1x1
3987236;Drehzahlabhängiger oberer Grenzwert des ersetzten Raildrucksollwerts;5x1
3987236;Drehzahlabhängiger oberer Grenzwert des ersetzten Raildrucksollwerts;5x1
3979324;Untere Kleinsignalgrenze für den I-Anteil des Druckreglers über Zumesseinheit;1x1
3979326;Obere Kleinsignalgrenze für den I-Anteil des Druckreglers über Zumesseinheit;1x1
3979328;Untere Kleinsignalgrenze für den P-Anteil des Druckreglers über Zumesseinheit;1x1
3979330;Obere Kleinsignalgrenze für den P-Anteil des Druckreglers über Zumesseinheit;1x1
3979998;Obere Solldruckhystereseschwelle für die Verriegelung der PCV-Regelung;1x1
3980000;Untere Solldruckhystereseschwelle für die Verriegelung der PCV-Regelung;1x1
3981750;Maximal zulässige Regelabweichung für Raildrucküberwachung als Funktion der Drehzahl für schnelle Überwachung;2x1
3981844;Maximal zulässige Regelabweichung für Raildrucküberwachung als Funktion der Drehzahl;16x1
3981882;Minimal zulässige Regelabweichung für Raildrucküberwachung als Funktion der Drehzahl für die zweite Überwachungsstufe;2x1
3981952;Minimal zulässige Regelabweichung für Raildrucküberwachung als Funktion der Drehzahl;4x1
3982014;Minimal zulässiger Raildruck als Funktion der Motordrehzahl;2x1
3978018;Druckschwelle für die Umschaltung aus dem Zustand Rail_stCPC == CPC_MEUN_CLOSE;1x1
3978020;Druckschwelle für die Umschaltung aus dem Zustand Rail_stCPC == CPC_MEUN_CLOSE;1x1
3984802;Minimale additive Raildruckkorrektur vor der Sollwertbegrenzung;1x1
3987246;Unterer Grenzwert des ersetzten Raildrucksollwerts;1x1
3987246;Unterer Grenzwert des ersetzten Raildrucksollwerts;1x1
3561822;Rail_pNsSetPointAddCor0_MAP;8x8
3561962;Rail_pNsSetPointAddCor10_MAP;2x2
3562262;Rail_pNsSetPointAddCor11_MAP;16x16
3563970;Rail_pNsSetPointAddCor3_MAP;8x8
3564166;Rail_pNsSetPointAddCor4_MAP;16x16
3564746;Rail_pNsSetPointAddCor5_MAP;16x16
3565270;Rail_pNsSetPointAddCor6_MAP;2x2
3565514;Rail_pNsSetPointAddCor7_MAP;2x2
3565758;Rail_pNsSetPointAddCor8_MAP;2x2
3566002;Rail_pNsSetPointAddCor9_MAP;2x2
3978022;Ausschaltschwelle HD-Regler im StartStop-Druckhaltemodus;1x1
3978024;Absolutdruckschwelle zum Umschaltung in den Steuerbetrieb;1x1
3979332;Obere Hystereseschwelle für Überdruckerkennung MeUn;1x1
3979334;Untere Hystereseschwelle für Überdruckerkennung MeUn;1x1
3979892;Obere Hystereseschwelle für Überdruckerkennung PCV;1x1
3979894;Untere Hystereseschwelle für Überdruckerkennung PCV;1x1
3983022;Vorsteuer Offset um das Druckregelventil geschlossen zu halten;4x1
3979896;Untere Kleinsignalgrenze für den I-Anteil des Druckreglers über Druckregelventil;1x1
3979898;Obere Kleinsignalgrenze für den I-Anteil des Druckreglers über Druckregelventil;1x1
3978666;Untere Stellwertbegrenzung des Raildruckreglers über Druckregelventil während der Startphase;1x1
3978668;Untere Stellwertbegrenzung des Raildruckreglers über Druckregelventil;1x1
3979900;Untere Kleinsignalgrenze für den P-Anteil des Druckreglers über Druckregelventil;1x1
3979902;Obere Kleinsignalgrenze für den P-Anteil des Druckreglers über Druckregelventil;1x1
3978670;Obere Stellwertbegrenzung des Raildruckreglers über Druckregelventil während der Startphase;1x1
3978672;Obere Stellwertbegrenzung des Raildruckreglers über Druckregelventil;1x1
3982122;Maximale Regelabweichung als Funktion der Drehzahl für die Raildrucküberwachung;16x1
3982160;Minimal zulässiger Raildruck als Funktion der Motordrehzahl;2x1
3978068;Kennfeld für Initialisierungswert I-Anteil des PCV-Druckreglers, beim Umschalten von Zumesseinheit auf Druckregelventil;12x7
3983036;Reduzierter Druckoffset des DRV während eines Gangwechsels;2x1
